budget,genres,original_language,original_title,release_date,revenue,runtime,actors,studios,countries,directors,producers
20000000,"Drama, Romance",en,A Walk in the Clouds,1995-08-11,50012507,103.0,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Angélica Aragón, Evangelina Elizondo, Debra Messing, Giancarlo Giannini, Freddy Rodríguez, Don Amendolia, Gregory Paul Martin, Mary Pat Gleason, John Dennis Johnston, Ivory Ocean, Macon McCalman, Jana Rains Austinson, Julie Guevara, Dana Walsh","Zucker Brothers Productions, 20th Century Fox",United States of America,Alfonso Aráu,"Jerry Zucker, David Zucker, Gil Netter"
16000000,"Family, Comedy, Drama, Romance",en,The Women,2008-09-12,50007546,114.0,"Meg Ryan, Annette Bening, Eva Mendes, Debra Messing, Jada Pinkett Smith, Bette Midler, Candice Bergen, Carrie Fisher, Cloris Leachman, Debi Mazar, India Ennenga, Jill Flint, Ana Gasteyer, Joanna Gleason, Tilly Scott Pedersen, Lynn Whitfield, Natasha Alam, Maya Ri Sanchez, Lindsay Flathers, Christy Scott Cashman, Celeste Oliva, Denece Ryland, Jordan Schechter, Marina Re, Emily Seymour, Allison Seymour, Lauren Lefebvre, Lindsay Lefebvre, Isabella Panteledes, Olivia Panteledes, Madaleine Black, Meredith Black, Ruby Hondros","New Line Cinema, Picturehouse Entertainment",United States of America,Diane English,
600000,"Documentary, History, Music",en,"Woodstock, 3 days of peace & music",2009-06-09,50000000,224.0,"Joan Baez, Canned Heat, Joe Cocker, Crosby Stills & Nash, Arlo Guthrie, Jimi Hendrix",Warner Bros. Home Entertainment Group,United States of America,Michael Wadleigh,"Bob Maurice, Dale Bell"
500000,,en,No Good Apple Face Folk,,50000000,124.0,,,,,
15000000,Western,en,How the West Was Won,1962-10-01,50000000,162.0,"Carroll Baker, Lee J. Cobb, Henry Fonda, Carolyn Jones, Karl Malden, Gregory Peck, George Peppard, Robert Preston, Debbie Reynolds, James Stewart, Eli Wallach, John Wayne, Richard Widmark, Brigid Bazlen, Walter Brennan, David Brian, Andy Devine, Raymond Massey, Agnes Moorehead, Harry Morgan, Thelma Ritter, Mickey Shaughnessy, Russ Tamblyn, Spencer Tracy, Harry Dean Stanton, Lee Van Cleef, Rodolfo Acosta, Clinton Sundberg, Willis Bouchey, Claude Johnson, Kim Charney, Bryan Russell, Stanley Livingston, Jay C. Flippen, Tudor Owen, Karl Swenson, James Griffith, Jack Pennick, Jim Michael",Metro-Goldwyn-Mayer,United States of America,"John Ford, George Marshall, Henry Hathaway",Bernard Smith
15000000,"Drama, War",en,The Deer Hunter,1978-03-09,50000000,184.0,"Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep, George Dzundza, Rutanya Alda, Pierre Segui, Amy Wright, Richard Kuss, Joe Grifasi, Dennis Watlington, Shirley Stoler, Chuck Aspegren, Mary Ann Haenel, Mady Kaplan, Paul D'Amato, Christopher Colombi Jr., Victoria Karnafel, Jack Scardino, Joe Strnad, Helen Tomko, Charlene Darrow, Jane-Colette Disko, Michael Wollet, Robert Beard, Joe Dzizmba, Stephen Kopestonsky, John F. Buchmelter III, Frank Devore, Tom Becker, Lynn Kongkham, Nongnuj Timruang, Po Pao Pee, Dale Burroughs, Parris Hicks, Samui Muang-Intata, Sapox Colisium, Vitoon Winwitoon, Somsak Sengvilai, Charan Nusvanon, Jiam Gongtongsmoot, Chai Peyawan, Mana Hansa, Sombot Jumpanoi, Phip Manee, Ding Santos, Krieng Chaiyapuk, Ot Palapoo, Chok Chai Mahasoke, Joel Thingvall, Gary A. Jones","Universal Pictures, EMI Films","United Kingdom, United States of America",Michael Cimino,"Michael Deeley, Michael Cimino, Barry Spikings, John Peverall"
6000000,"Action, Thriller, Crime",en,The Boondock Saints,1999-01-22,50000000,108.0,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco, Billy Connolly, David Ferry, Brian Mahoney, Bob Marley, Richard Fitzpatrick, Robert Pemberton, Carlo Rota, Ron Jeremy, Dot-Marie Jones, Markus Parilo, Jeffrey R. Smith, Jonathan Higgins, Tom Barnett, Sergio Di Zio, Angelo Tucci, Joe Pingue, Kevin Chapman, Nicholas Pasco, Scott Griffith, Layton Morrison, James Binkley, Gerard Parkes, Peter Windrem, Elizabeth Saunders, Anthony Chrysostom, Lizz Alexander, Derek Murchie, Robert B. Kennedy, Victor Pedtrchenko, Lauren Piech, Gina Sorell, Jeanna Fine, Jimmy Tingle, Darren Marsman, Chris Flockton, Roberta Angelica, Chris Brinker, Don Carmody","Franchise Pictures, Brood Syndicate, B.D.S. Productions Inc., 20th Century Fox","Canada, United States of America",Troy Duffy,"Elie Samaha, Lloyd Segan, Chris Brinker, Robert N. Fried"
5000000,"Music, Drama, Romance",en,Valley of the Dolls,1967-12-27,50000000,123.0,"Barbara Parkins, Patty Duke, Sharon Tate, Paul Burke, Tony Scotti, Lee Grant, Susan Hayward, Martin Milner, Charles Drake, Alexander Davion, Naomi Stevens, Robert H. Harris, Jacqueline Susann, Robert Viharo, Joey Bishop, George Jessel, Richard Dreyfuss, Marvin Hamlisch, Judith Lowry, Lovyss Bradley",Red Lion,United States of America,Mark Robson,"David Weisbart, Mark Robson"
10000000,"Comedy, Family, Fantasy",en,Harry and the Hendersons,1987-06-05,49998613,110.0,"John Lithgow, Melinda Dillon, Margaret Langrick, Joshua Rudoy, Kevin Peter Hall, David Suchet, Lainie Kazan, Don Ameche, M. Emmet Walsh, Laura Kenny, William Ontiveros, David Richardt, Jacqueline Moscou, Richard Arnold, Sean Morgan, Chuck McCollum, Nick Flynn, David MacIntyre, Peggy Platt, Orene Anderson, William Dear, Laurie O'Brien, Michael J. Loggins, James King, Nathaniel Ellis, Juleen Murray, Connie Craig, Dana Middleton, Mark Mitchell, Richard Foley, Larry Wansley, Steve Brodie, Mickey Gilbert, Tom Hammond, Stuart Schwarz, Justin Mastro, Michael Goodell, Vern Taylor, Stan Sturing, Robert Isaac Lee, Debbie Lee Carrington, John Bloom, Britches, Fred Newman, William Frankfather","Amblin Entertainment, Universal Pictures",United States of America,William Dear,"Richard Vane, William Dear"
33000000,"Crime, Action, Drama",en,21 Bridges,2019-10-24,49939757,99.0,"Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James, Taylor Kitsch, Keith David, Alexander Siddig, Louis Cancelmi, Victoria Cartagena, Gary Carr, Morocco Omari, Chris Ghaffari, Dale Pavinski, Christian Isaiah, Sarah Ellen Stephens, Jamie Neumann, Peter Patrikios, Jayson Ward Williams, Suzette Gunn, Khalil McMillan, John Douglas Thompson, Jennifer Onvie, Obi Abili, Andy Truschinski, Darren Lipari, Monica Hernandez, Adriane Lenox, Narci Regina, Sophia Blum, Stephen Medvidick, Zena Marie Ghanney, Kaylah Timoney, Justine Smith, Joseph D Fisher, Danny Plaza, Dwayne A. Thomas, Ryan Love, Joseph Lawrence, Sean Close, John O'Donnell, Katie McClellan, Mike Rainey, Craig Newman, Cheryl Singleton, Pat Kiernan, Vivian Lee, Robin Rieger, Brooke Stacy Mills, Emily-Grace Murray, Chrisdine King, David Adams, Robert Poletick, John Jezior, Tony Giorgio, Sunny De Leon, James Bodnar, Jason Iannacone, Juan Encarnacion, Ray DeBenedictis, Charles W Harris III","AGBO, MWM Studios, Huayi Brothers Pictures",United States of America,Brian Kirk,"Anthony Russo, Joe Russo, Gigi Pritzker, Robert Simonds, Chadwick Boseman, Mike Larocca, Logan Coles"
10951000,"Horror, Mystery",ko,곡성,2016-05-12,49851770,156.0,"Kwak Do-won, Hwang Jung-min, Chun Woo-hee, Jun Kunimura, Kim Hwan-hee, Heo Jin, Jang So-yeon, Kim Do-yoon, Jo Han-chul, Son Kang-gook, Park Sung-yeon, Bae Yong-geun, Kim Ki-chun, Yoo Soon-woong, Lee Yong-nyeo, Hwang Suk-jung, Moon Chang-gil, Lee Jung-eun, Jeon Bae-soo, Song Min-seok, Lee Seon-hee","Fox International Productions, Ivanhoe Pictures, 20th Century Fox Korea, Side Mirror",South Korea,Na Hong-jin,Lim Min-sub
19000000,"Comedy, Romance, Drama",en,The Switch,2010-05-11,49830607,101.0,"Jennifer Aniston, Jason Bateman, Jeff Goldblum, Juliette Lewis, Todd Louiso, Jason Jones, Scott Elrod, Patrick Wilson, Kelli Barrett, Thomas Robinson, Bryce Robinson, Victor Pagan, Will Swenson, Edward James Hyland, Caroline Dhavernas, Rebecca Naomi Jones, Jeremy J. Mohler, Brian Podnos, Amanda Barron, Stephanie Domini Ehlert","Mandate Pictures, Bona Fide Productions, Echo Films",United States of America,"Josh Gordon, Will Speck","Albert Berger, Ron Yerxa"
20000000,"Action, Adventure, Comedy, Family",en,Popeye,1980-12-12,49823037,114.0,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, MacIntyre Dixon, Roberta Maxwell, Donovan Scott, Allan F. Nicholls, Wesley Ivan Hurt, Bill Irwin, Robert Fortier, David McCharen, Sharon Kinney, Peter Bray, Linda Hunt, Geoff Hoyle, Wayne Robson, Larry Pisoni, Susan Kingsley, Michael Christensen, Ray Cooper, John E. Bristol, Julie Janney, Nathalie Blossom, Dennis Franz, Alan Autry, Ned Dowd, Roberto Messina, Pietro Torrisi, David Arkin, Klaus Voormann, Doug Dillard, Van Dyke Parks, Stan Wilson, Roberto Dell'Acqua, Valerie Velardi, Jack Mercer","Walt Disney Productions, Paramount",United States of America,Robert Altman,Robert Evans
3600000,"Drama, Romance",en,Leaving Las Vegas,1995-10-27,49800000,111.0,"Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber, Kim Adams, Emily Procter, Stuart Regen, Valeria Golino, Graham Beckel, Albert Henderson, Shashi Bhatia, Carey Lowell, Anne Lange, Thomas Kopache, Vincent Ward, Lucinda Jenney, French Stewart, Ed Lauter, Waldemar Kalinowski, Mike Figgis, David Kriegel, Bill Thompson, Marek Stabrowski, R. Lee Ermey, Mariska Hargitay, Danny Huston, Laurie Metcalf, David Brisbin, Shawnee Smith, Paul Quinn, Julian Lennon, Tracy Thorne, Bob Rafelson, Susan Barnes, Marc Coppola, Michael A. Goorjian, Jeremy Jordan, Davidlee Willson, Xander Berkeley, Sergio Premoli, Gordon Michaels, Lou Rawls","Intial Productions, United Artists, Lumière Pictures",United States of America,Mike Figgis,"Lila Cazès, Annie Stewart"
20000000,"Comedy, Romance",en,She's Out of My League,2010-03-11,49779728,104.0,"Jay Baruchel, Alice Eve, Mike Vogel, Krysten Ritter, Debra Jo Rupp, Lindsay Sloane, Kim Shaw, Geoff Stults, T. J. Miller, Nate Torrence, Kyle Bornheimer, Jasika Nicole, Adam LeFevre, Andrew Daly, Trevor Eve, Sharon Maughan, Adam Tomei, Robin Shorr, Evan Alex Cole, Yan Xi, Rick Applegate, Chuck Aber, Jessica St. Clair, Hayes MacArthur, Patrick Jordan, Tom Stoviak, Heather Morgan Leigh, Jason McCune, Joseph F. Eberle, Mike Gaffney, Jason C. Lewis, Robert R. Bell, Aaron Bernard, Sidney Crosby, Mandy Ekman, Lorelei Mahoney, Christopher Mele, David Santiago, Gaynelle W. Sloman, Tiffany Sander McKenzie","Mosaic, DreamWorks Pictures",United States of America,Jim Field Smith,"David B. Householter, Jimmy Miller"
50000000,"Drama, Comedy, Romance",en,Raising Helen,2004-05-27,49718611,119.0,"Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere, Spencer Breslin, Abigail Breslin, Helen Mirren, Felicity Huffman, Kevin Kilner, Sakina Jaffrey, Joseph Mazzello, Héctor Elizondo, Sean O'Bryan, Amber Valletta, Ethan Browne, Michael Esparza, Katie Carr, Shakara Ledard, Jane Morris, Catherine Tayrien, Evan Sabara, Paris Hilton, Sandra Taylor, Shannon Wilcox, Joseph Leo Bwarie, Emily Hart, Rowan Joseph, Erinn Bartlett, Shanda Renee, Brigitta Lauren, Tonje Larsgard, Anthony Mangano, Ellen H. Schwartz, Catherine McCord, Micky Hoogendijk, Julie Paris, Frank Campanella, Alan Thicke, Lisa Roberts Gillan, Kathleen Marshall, Cassie Rowell, Gwenda Perez","Beacon Pictures, Touchstone Pictures, Mandeville Films",United States of America,Garry Marshall,"Ashok Amritraj, David Hoberman"
0,"Animation, Fantasy, Action, Adventure, Drama",ja,バケモノの子,2015-07-11,49714378,119.0,"Koji Yakusho, Aoi Miyazaki, Shota Sometani, Suzu Hirose, Lily Franky, Yo Oizumi, Kazuhiro Yamaji, Mamoru Miyano, Kappei Yamaguchi, Haru Kuroki, Momoka Ohno, Sumire Morohoshi, Keishi Nagatsuka, Kumiko Aso, Masahiko Tsugawa","Nippon Television Network Corporation, Studio Chizu, Toho, VAP, DENTSU, Yomiuri Telecasting Corporation, D.N. Dream Partners, Sapporo Television Broadcasting Company, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting Company (CTV), Hiroshima Telecasting (HTV), Fukuoka Broadcasting System (FBS), Kadokawa",Japan,Mamoru Hosoda,"Seiji Okuda, Takuya Ito, Genki Kawamura, Minami Ichikawa, Shinichirou Inoue, Atsushi Chiba, Noboru Kashiwagi, Riichirô Nakamura, Yoshio Nakayama, Yuichiro Sato, Masaya Yabushita, Yuka Saito"
38000000,"Science Fiction, Action",en,Push,2009-02-04,49678401,111.0,"Chris Evans, Dakota Fanning, Camilla Belle, Djimon Hounsou, Maggie Siff, Cliff Curtis, Joel Gretsch, Neil Jackson, Nate Mooney, Colin Ford, Scott Michael Campbell, Brandon Rhea, Haruhiko Yamanouchi, Corey Stoll, Ming-Na Wen, Hau Woon-Ling, Li Xiaolu, Jacky Heung, Robert Tsonos, Rain Lau, Pancy Chan, Cheuk Shing Sum","Summit Entertainment, Icon Productions, Infinity Features Entertainment","United States of America, Canada",Paul McGuigan,"Bruce Davey, William Vince, Glenn Williamson, David M. Richardson, Kerry Rock, Christa Vausbinder"
18596000,"Thriller, Science Fiction, Drama",ja,日本沈没,1973-12-29,49651320,143.0,"Keiju Kobayashi, Hiroshi Fujioka, Ayumi Ishida, Tetsurō Tamba, Shôgo Shimada, John Fujioka, Andrew Hughes, Franz Gruber, Nobuo Nakamura, Haruo Nakajima, Hideaki Nitani, Isao Natsuyagi, Yûsuke Takita, Tomoyuki Tanaka","Toho Eizo Co., Toho Pictures, Inc.",Japan,Shirô Moritani,"Tomoyuki Tanaka, Osamu Tanaka"
40000000,"Science Fiction, Horror, Fantasy",en,The Island of Dr. Moreau,1996-08-23,49627779,96.0,"Marlon Brando, Val Kilmer, David Thewlis, Fairuza Balk, Daniel Rigney, Temuera Morrison, Nelson de la Rosa, Peter Elliott, Mark Dacascos, Ron Perlman, Marco Hofschneider, William Hootkins, Miguel López, Neil Young, David Hudson, Clare Grant, Richard Stanley, Frank Welker",New Line Cinema,United States of America,John Frankenheimer,Edward R. Pressman
0,"Action, Comedy, Crime, Thriller",en,Revenge of the Pink Panther,1978-01-08,49579269,99.0,"Peter Sellers, Herbert Lom, Dyan Cannon, Robert Webber, Robert Loggia, Paul Stewart, Adrienne Corri, Douglas Wilmer, Alfie Bass, Sue Lloyd, Tony Beckley, Graham Stark, André Maranne, Ferdy Mayne, Valerie Leon, Elisabeth Welch, Charles Augins, Lon Satton, Danny Schiller, Burt Kwouk, Irvin Allen, Robert Labassiere, John Wyman, Rosita Yarboy, Keith Hodiak, Pepsi Maycock, Anthony Chinn, Kristopher Kum, Maureen Tann, Me Me Lai, Jacqui Simm, Fiesta Mei Ling, Alec Bregonzi, Arnold Diamond, John G. Heller, David King, Steve Plytas, Fredric Abbott, Norman Hartley, Paul Antrim, John Newbury, John Clive, Brian Jackson, Margaret Anderson, Andrew Lodge, Henry McGee, Andrew Sachs, Christine Shaw, Julian Orchard, Michael Ward, Maria Charles, Frank Williams, Rita Webb, John Bluthal, John A. Tinn, Keen Jing, Bernie R. Hickban, Ed Parker","United Artists, Jewel Productions, Sellers-Edwards productions, Pimlico Films","United Kingdom, United States of America",Blake Edwards,Blake Edwards
30000000,Horror,en,Dark Water,2005-07-08,49483352,105.0,"Jennifer Connelly, John C. Reilly, Tim Roth, Dougray Scott, Pete Postlethwaite, Ariel Gade, Camryn Manheim, Perla Haney-Jardine, Debra Monk, Linda Emond, Bill Buell, Kate Hewlett, Zoe Heath, J.R. Horne, Elina Löwensohn, Warren Belle, Alison Sealy-Smith, Simon Reynolds, Jennifer Baxter, Diego Fuentes, Craig muMs Grant, Matthew Lemche, Edward Kennington","Post No Bills Films, Vertigo Entertainment, Touchstone Pictures, Pandemonium Productions",United States of America,Walter Salles,"Doug Davison, Roy Lee, Bill Mechanic"
15000000,"Drama, Romance",en,Notes on a Scandal,2006-12-25,49469904,92.0,"Judi Dench, Cate Blanchett, Bill Nighy, Andrew Simpson, Phil Davis, Michael Maloney, Juno Temple, Max Lewis, Joanna Scanlan, Julia McKenzie, Shaun Parkes, Tom Georgeson, Emma Kennedy, Syreeta Kumar, Wendy Nottingham, Tameka Empson, Leon Skinner, Debra Gillett, Barry McCarthy, Adrian Scarborough, Jill Baker, Diana Berriman, Alice Bird, Benedict Taylor, Miranda Pleasence, Jonathan Speer, Stephen Kennedy, Derbhle Crotty, Catherine Drew, Anne-Marie Duff","Fox Searchlight Pictures, DNA Films, UK Film Council, BBC Films, Scott Rudin Productions, Ingenious Media",United Kingdom,Richard Eyre,"Scott Rudin, Robert Fox"
12308000,"Drama, History, Thriller",ko,1987,2017-12-27,49380115,129.0,"Kim Yoon-seok, Ha Jung-woo, Yoo Hae-jin, Kim Tae-ri, Park Hee-soon, Lee Hee-jun, Sol Kyung-gu, Yeo Jin-goo, Gang Dong-won, Moon Sung-keun, Yoo Seung-mok, Hyun Bong-sik, Park Ji-hwan, Lee Yong-jik, Park Ji-hong, Kim Eui-sung, Kim Jong-soo, Lee Chang-hoon, Seo Hyun-woo, Lee Hyun-kyun, Park Kyung-hye, Kim Soo-jin, Jo Woo-jin, Woo Hyeon, Moon So-ri, Kim Kyung-duk, Oh Dal-su, Ko Chang-seok, Bae Young-ran, Kim Kuk-hee, Jung In-gi, Lee Hwa-ryong, Choi Gwang-il, Kim Seung-hoon, Kang Jung-woo, Na Chul, Kim Won-Jin","CJ Entertainment, Woojeong Film",South Korea,Jang Joon-hwan,"Jeong Won-chan, Jang Young-hwan"
17000000,"Adventure, Comedy, Romance",en,National Lampoon's European Vacation,1985-07-25,49364621,95.0,"Chevy Chase, Beverly D'Angelo, Dana Hill, Jason Lively, Eric Idle, William Zabka, John Astin, Mel Smith, Maureen Lipman, Robbie Coltrane, Paul Bartel, Cynthia Szigeti, Jacques Herlin, Jacques Maury, Willy Millowitsch, Erika Wackernagel, Moon Unit Zappa, Claudia Neidig, Elizabeth Arlen, Paul McDowell, Ballard Berkeley, Derek Deadman, Angus MacKay, Jeannette Charles, Peter Hugo, Julie Wooldridge, Malcolm Danare",Warner Bros. Pictures,United States of America,Amy Heckerling,Matty Simmons
7000000,"Crime, Drama",en,Capote,2005-09-30,49327405,114.0,"Philip Seymour Hoffman, Catherine Keener, Clifton Collins Jr., Bruce Greenwood, Bob Balaban, Mark Pellegrino, Marshall Bell, Amy Ryan, Bess Meyer, Chris Cooper, Allie Mickelson, Craig Archibald, Bronwen Coleman, Kate Shindle, David Wilson Barnes, Michael J. Burg, Kwesi Ameyaw, Andrew Farago, Kelci Stephenson, C. Ernst Harth, Kjartan Hewitt","Cooper's Town Productions, Infinity Media, A-Line Pictures, Eagle Vision","Canada, United States of America",Bennett Miller,"Caroline Baron, Michael Ohoven, William Vince"
30000000,Comedy,en,Entourage,2015-06-03,49263404,104.0,"Jeremy Piven, Adrian Grenier, Jerry Ferrara, Kevin Connolly, Kevin Dillon, Billy Bob Thornton, Haley Joel Osment, Perrey Reeves, Emmanuelle Chriqui, Rhys Coiro, Constance Zimmer, Nora Dunn, Ronda Rousey, Kid Cudi, Emily Ratajkowski, Alan Dale, Mark Wahlberg, David Arquette, Tom Brady, Jessica Alba, Armie Hammer, Gary Busey, Rob Gronkowski, Jon Favreau, Liam Neeson, Mike Tyson, Kelsey Grammer, Bob Saget, George Takei, Warren Buffett, Thierry Henry, Russell Wilson, David Spade, Pharrell Williams, Andrew Dice Clay, Common, David Faustino, Raquel Alessi, Rex Lee, Debi Mazar, Nina Agdal, Piers Morgan, Ed O'Neill, Judy Greer, Matt Lauer, Maria Menounos, Brittany Wagner, T.I., Sabina Gadecki, Christine Donlon, Kayla Collins","Closest to the Hole Productions, Warner Bros. Pictures",United States of America,Doug Ellin,"Mark Wahlberg, Stephen Levinson, Rob Weiss"
15000000,"Drama, Thriller, War",en,The Hurt Locker,2008-10-10,49230772,131.0,"Jeremy Renner, Anthony Mackie, Brian Geraghty, David Morse, Guy Pearce, Evangeline Lilly, Ralph Fiennes, Christian Camargo, Christopher Sayegh, Suhail Aldabbach, David Gueriera, Nabil Koni, Sam Spruell, Sam Redford, Erin Gann, Malcolm Barrett, Kristoffer Ryan Winters, J.J. Kandel, Michael Desante, Anas Wellman, Kate Mines, Yousef Shweihat, Feisal Sadoun, Barrie Rice, Imad Daoudi, Justin Campbell, Ryan Tramont, Hasan Darwish, Wasfi Amour, Nibras Qassem, Ben Thomas, Nader Tarawneh, Omar Mario, Fleming Campbell","Film Capital Europe Funds (FCEF ), First Light, Kingsgate Films, Summit Entertainment, Voltage Pictures, Grosvenor Park Media",United States of America,Kathryn Bigelow,"Kathryn Bigelow, Greg Shapiro, Mark Boal, Nicolas Chartier, Jenn Lee"
0,Comedy,en,"Planes, Trains and Automobiles",1987-11-26,49230280,93.0,"Steve Martin, John Candy, Laila Robins, Michael McKean, Dylan Baker, Kevin Bacon, Olivia Burnette, Carol Bruce, Diana Douglas, Martin Ferrero, Larry Hankin, Richard Herd, Susan Kellermann, Matthew Lawrence, Edie McClurg, Susan Isaacs, John Randolph Jones, Ben Stein, Lyman Ward","Paramount, Hughes Entertainment",United States of America,John Hughes,John Hughes
12700000,"History, Drama, War, Action",ko,인천상륙작전,2016-07-27,49196532,111.0,"Lee Jung-jae, Liam Neeson, Lee Beom-soo, Jin Se-yeon, Jung Joon-ho, Kim Sun-a, Yoshihiro Akiyama, Park Sung-woong, Kim Young-ae, Jon Gries, Shin Soo-hang, Sean Dulake, Justin Rupple, Matthew D'Arcy, Yoon Da-Young, Park Kyoung-hee, Go Yoon, Andrew William Brand, Rebecca Davis, Kim Hee Jin","Taewon Entertainment, CJ Entertainment, Korean Broadcasting System (KBS)",South Korea,John H. Lee,"Chung Tae-won, Yang Chang-hoon"
